,Unnamed: 0,URL,ID,Name,Subtitle,Icon URL,Average User Rating,User Rating Count,Price,In-app Purchases,Description,Developer,Age Rating,Languages,Size,Primary Genre,Genres,Original Release Date,Current Version Release Date,genre,Download,Income,Ad Income,Sale Income,Total Income
1991,1991,https://apps.apple.com/us/app/glory-of-generals/id605634718,605634718,Glory of Generals,WW2 Turn-Based Strategy Game,https://is5-ssl.mzstatic.com/image/thumb/Purple124/v4/1c/fe/0c/1cfe0c94-596b-320f-2d05-ecbe1ebd6781/source/512x512bb.jpg,4.5,2288,0,"7.99, 2.99, 19.99, 49.99, 0.99, 0.99, 0.99","""Commander\uff01\nOver 60 campaigns in 4 battlefields of World War II are waiting for your challenge.\n102 world famous generals will participate in this war with you.\nOver 300 real and rich terrains will influence your strategies.\n\nPlayer needs to make adequate use of battlefield terrains and defense facilities as well as expertise of each unit to win advantage. \nCutting retreat route or encircling enemy will bring great change to battlefield situation. \nHow to smartly deploy land, naval and air force to seize opponent's key strongholds is a question lingering in player's mind.\n\nAccumulation of Medals achieved through battles guides your way from soldier to marshal.\nUpgrade of military facilities in the headquarters will offer essential supply in the war.\nRecruit other officers to strengthen force. It's important to take advantage of each officer's expertise.\nArmoured troop commanded by General Rommel or naval troop by Nimitz will have maximum performance.\n\nPlayer can instruct any officer and his troop in battlefield to battle freely.\n\nSupport online multiplayer mode. Player can compete with real friends through Wifi and Bluetooth or global players through Game Center. \nAdoption of Auto-matching tech will greatly improve chances of finding the opponent.\n\n3 levels of tutorial can ensure your quick learning of game basics.\n\n\n##Feature##\n\n -Campaign Mode-\n Western Front Battlefield\n Axis Powers\uff081939.9 - 1944.6\uff09\n Allied Forces\uff081940.5 - 1945.4\uff09\n\n North Africa Battlefield\n Axis Powers\uff081940.5 - 1942.12\uff09\n Allied Forces\uff081940.12- 1943.3 \uff09\n\n Eastern Front Battlefield\n Axis Powers\uff081941.6 - 1943.5\uff09\n Allied Forces\uff081941.10- 1945.4\uff09\n\n Antarctic Battlefield\uff081945.9 - ???\uff09\n\n -35 Legion Mode campaigns\n -102 world class generals participated\n -128 military units available\n -37 countries involved in the war\n -36 tactical instructions\n -Support Game Center and Wi-Fi link battle\n -16 military ranks, 4 general assistants.\n -Over 300 real terrains.\n -Upgrade 6 military facilities in the headquarters\n -Map Zoom In/Out\n -Auto save function\n ...\n\nIf you found your game's language is wrong, please set your device to English, and set it back to your language.""",EASY Inc.,9+,"EN, JA, KO, ZH, ZH",98470912,Games,"Games, Simulation, Strategy",2/05/2013,12/02/2019,Simulation,45760,3441.152,439.296,0,87859.2
1251,1251,https://apps.apple.com/us/app/civil-war-1863/id514588332,514588332,Civil War: 1863,,https://is3-ssl.mzstatic.com/image/thumb/Purple113/v4/9b/00/3e/9b003e69-77e2-f06d-d3eb-354bd2182aa6/source/512x512bb.jpg,4,894,2.99,"1.99, 1.99, 1.99, 1.99, 1.99, 1.99, 1.99","""Relive iconic battles of the American Civil War. Take command of both the Union and Confederate forces in this exciting turn-based strategy game from the developers behind the international top-selling Tank Battle: 1944 and Ancient Battle: Rome. \n\nNew features for version 2.0 include iCloud save support, combat analysis, strategic movement, map zoom and combat improvements. \n\nKey Features: \n\n\u25cf 8 Mission 'First Strike' Campaign. \n\u25cf 5 Mission 'To Arms!' Campaign. \n\u25cf 6 Mission 'Stalemate' Campaign. \n\u25cf 8 Mission 'Hoorah!' Campaign. \n\u25cf Includes battles based on historic events. \n\u25cf Play the missions as either Union or Confederate. \n\u25cf 8 Unique Civil War Units:  \n- Infantry with Muskets.  \n- Infantry with Rifled Muskets.  \n- Artillery.  \n- Generals.  \n- Wagons.  \n- Naval Gunboats.  \n- Dismounted and Mounted Cavalry.  \n\u25cf Changeable unit formations and tactics. \n\u25cf Generals can attach to units to increase morale. \n\u25cf More capable Veteran units and unreliable raw units. \n\u25cf 3 difficulty settings. \n\u2028\u2028\u25cf Detailed Combat Analysis. \u2028\u2028 \n\u25cf Flank Attacks\u2028. \u2028\u2028 \n\u25cf Map Zoom\u2028. \u2028\u2028 \n\u25cf Strategic Movement. \u2028\u2028 \n\u25cf Universal App (Works on iPhone & iPad)! \n\u25cf High Definition graphics (including retina for the new iPad). \n\u25cf 5 Pass & Play two player scenarios. \n\u25cf Hours of Gameplay! \n\nPurchasable Extra Content: \n\n\u25cf 8 Mission 'Rebel Yell' Campaign + 5 bonus multiplayer missions. \n\u25cf 8 Mission 'Victory Road' Campaign + 5 bonus multiplayer missions. \n\u25cf 8 Mission 'Last Stand' Campaign. \n\u25cf 8 Mission 'Grand Command' Campaign. \n\u25cf 8 Mission 'Leviathan' Campaign. \n\u25cf 8 Mission 'Arsenal' Campaign. \n\nThank you for supporting our games! \n\n\xa9 2014 Hunted Cow Studios Ltd. \xa9 2014 HexWar Ltd. All Rights Reserved.""",Hunted Cow Studios Ltd.,12+,EN,325816320,Games,"Games, Simulation, Strategy, Entertainment",4/09/2012,13/06/2019,Simulation,17880,1344.576,171.648,53461.2,87790.8
1058,1058,https://apps.apple.com/us/app/tank-battle-1944/id491005687,491005687,Tank Battle: 1944,,https://is5-ssl.mzstatic.com/image/thumb/Purple123/v4/e2/ad/c4/e2adc488-e1a5-f65c-9491-75e83df50edb/source/512x512bb.jpg,4,827,2.99,"1.99, 1.99, 1.99, 1.99, 1.99, 1.99",Instantly get involved in the action by joining the Allied invasion of Europe during the Second World War.  Take command of an American battle group during WW2 in this turn based strategy wargame and help liberate Europe from the evil Axis power-base!\n\nKey Game Features:\n\u25cf 8 Mission Rising Storm Campaign.\n\u25cf 12 Mission American Campaign.\n\u25cf 13 Unique Units.\n\u25cf High Definition World War II Graphics.\n\u25cf Hours of Gameplay.\n\u25cf 6 Pass & Play Multiplayer Scenarios.\n\u25cf Universal App (Works on iPhone & iPad)\n\u25cf Purchase Extra Campaigns.\n\nPurchasable Extra Content:\n\u25cf 12 mission German campaign \n\u25cf 12 mission Bastogne campaign.\n\u25cf 12 mission Northern Front campaign.\n\u25cf 12 mission Iron Cross campaign.\n\u25cf 12 mission Bombardment campaign.\n\u25cf 12 mission Juggernaut campaign.\n\nThank you for supporting our games!\n\n\xa9 2012 Hunted Cow Studios Ltd. \xa9 2012 HexWar Ltd. All Rights Reserved.,HexWar Games Ltd,12+,EN,173205504,Games,"Games, Simulation, Entertainment, Strategy",6/03/2012,28/07/2019,Simulation,16540,1243.808,158.784,49454.6,81211.4
2282,2282,https://apps.apple.com/us/app/alien-tribe-2/id653463017,653463017,Alien Tribe 2,,https://is2-ssl.mzstatic.com/image/thumb/Purple128/v4/ab/2f/ce/ab2fcead-0f3b-8c16-3440-795b667d8017/source/512x512bb.jpg,4.5,630,3.99,,"Alien Tribe 2 is an 4X strategy space game that combines several genres. Imagine a universe sandbox meets real-time strategy and a pinch of tower defence. With realtime gameplay, objective-based unlocks, and tower-defense flavored combat, Alien Tribe 2 brings something new to strategy gaming.\n\nTop 10 in the category Games / Strategy in more than 35 countries\nTop 10 in the category Games / Simulation in more than 30 countries\nTop 50 in the category Games / Overall in more than 25 countries\n\n- Best of 2013 (Sci-Fi / Strategy Games) at iPlayApps.de\n- Wargamer.com: ""Alien Tribe 2 is a great title for any sort of wargamer that enjoys 4X games. Get ready for an intense battle!""\n- Apppicker.com: ""Alien Tribe 2 ... gives you a space battle like no other. Get ready to be challenged from start to finish in this game""\n- AppScout: ""Alien Tribe 2 for iPad Does Justice to the 4x RTS Genre""\n- Listed as one of the 10 Best iOS Real-Time Strategy Games at Hubpages \n- MobileTechReview: ""Alien Tribe 2 is a fantastic and original take on the 4X genre""\n\nExplore the galaxy and and find solar systems. Populate the numerous planets and extract different raw materials. Build weapons platforms for defence and research centres to improve your skills. Friends of space strategy games will feel at home here, because colonization and research are core elements of the game.\n\nWhen the raw materials of the discovered planets are not sufficient anymore, scan the space for asteroids and extract additional raw materials there. The 4X approach of ""eXplore"", ""eXpand"", ""eXploit"" and ""eXterminate"" is supported by over 45 missions / quests of the areas of ""Military"", ""Economy"", ""Exploration"" & ""Expansion"". This means that the player is constantly faced with new challenges and once a player successfully completes a mission / quest, he is then rewarded with new build options, research points, the in-game currency called GEO or other various items.\n\nFeatures:\n\n- Find new new solar systems and start to colonize planets\n- Explore planets and build different kind of stations and ships\n- Extract the raw materials and build supply chains to your stations\n- Build weapon platforms and war ships to defend yourself\n- Scan the deep space for asteroids and start mining them\n- Increase your skills in the research center\n- Randomly generated game environment\n- Over 45 different missions\n- Search for the missing ark ship parts\n- Collect the internal GEO currency to buy extras or trade it for resources\n- In-game tutorial\n- And much more...\n\n\nThe Story:\nThe Fifo, a people of space nomads, had to make a stop in the normal space unintentionally. As they were leaving the meta space, a very destructive asteroid storm  destroyed their ark ship. \n\nThe meager remains of the formerly proud nomadic people was forced to settle on the planet Kamolon. The Fifo want nothing more than to get back to their old life and return to the peace of the meta-space. But they need to find all the parts for a new ark ship. Can you help the Fifo people to find the parts of the ark ship? Only then they can return to their eternal journey through the meta-space.",Ukando Software,9+,"EN, FR, DE, RU, ES, SV",232532992,Games,"Games, Simulation, Entertainment, Strategy",13/12/2013,21/11/2018,Simulation,12600,947.52,120.96,50274,74466
1322,1322,https://apps.apple.com/us/app/uplink/id522659218,522659218,Uplink,,https://is3-ssl.mzstatic.com/image/thumb/Purple118/v4/0e/87/0e/0e870e5c-2c72-8b61-6002-1e51343bbb5c/source/512x512bb.jpg,4.5,336,8.99,,"High tech computer crime and corporate espionage on the Internet of the future.\n\nNow remastered for the iPad, Uplink plays brilliantly on the mobile format. The touch screen interface elegantly replaces the mouse and all of the original tense and paranoid gameplay is bought straight up to date with this new portable version. Stay mobile, trust nobody, don\'t get caught.\n\nYou\'re an Uplink Agent - a freelance computer hacker who makes a living by performing jobs for major corporations. Break into classified computer systems, steal research data, sabotage software, change academic and criminal records, even frame innocent people. Just be sure to cover your tracks, and remember that trust is a weakness.\n\nPraise for the PC Version:\n\n""A stroke of genius...a must for all conspiracy fiends"" PC Gamer -- 80%\n\n""A true original...paranoia has never been so much fun"" PC Format -- 81%\n\n""Deeply, deeply, deeply compulsive...try it"" Games Master - 80%",Introversion Software,4+,EN,64624640,Games,"Games, Simulation, Strategy, Entertainment",7/06/2012,18/11/2017,Simulation,6720,505.344,64.512,60412.8,73315.2
683,683,https://apps.apple.com/us/app/dinertown-pets/id433045102,433045102,DinerTown Pets,,https://is4-ssl.mzstatic.com/image/thumb/Purple/v4/51/f1/f0/51f1f0ab-1ccd-1ab5-8ebc-2f4e1399c364/source/512x512bb.jpg,4.5,1721,0,"1.99, 1.99, 4.99, 9.99, 4.99, 19.99, 9.99, 19.99, 14.99, 49.99","Welcome to DinerTown Pets, a pet store in your pocket that\u2019s sure to put a smile on your face. Help cute and cuddly animals like dogs, cats, birds, fish and rare exotic animals find loving homes as you build the best pet store in DinerTown! \n\nGAME FEATURES \nPLAY WITH YOUR PETS \nCheck out the special play area to play with your pets. Get to know your animals by playing with them and petting them to see their adorable personalities! \n\nMORE THAN 60 PETS TO CHOOSE \nDinerTown Pets includes popular dog and cat breeds like Tabby, Persian, Siamese, Labrador, German Shepherd, Dalmatian, and more, plus fish, birds and exotic animals! \n\nMANAGE YOUR STORE INVENTORY \nKeep your shop stocked with the cutest animals around! \n\nCUSTOMIZE YOUR SHOP \nDesign the pet store of your dreams by purchasing fun decorations in the shop! Spruce up the walls and floors, buy deluxe cages for your pets and furnish your show room to show off your style.\n\nWhat people are saying:\n""Wonderful game, loads of fun"" - M9789 \n""Great game"" - Goldiroxx \n\nLove DinerTown Pets? Try our other addictive games, including DinerTown Zoo, Diner Dash, Hotel Dash, Wedding Dash and Cooking Dash. You\u2019re guaranteed to see familiar faces that you know and love. \n\n******************* \nWant more from PlayFirst? \n\nFacebook: \nhttp://www.facebook.com/dinerdash \n\nTwitter: @playfirst \n\nBlog: \nhttp://blog.playfirst.com \n\nWebsite: \nwww.playfirst.com",Glu Games Inc,4+,EN,55476937,Games,"Games, Simulation, Strategy",3/08/2011,19/12/2011,Simulation,34420,2588.384,330.432,0,66086.4
1086,1086,https://apps.apple.com/us/app/my-kingdom-for-the-princess-iii-hd/id494252676,494252676,My Kingdom for the Princess III HD,,https://is4-ssl.mzstatic.com/image/thumb/Purple128/v4/87/6e/a5/876ea56d-561d-a26d-deba-0db479a91205/source/512x512bb.jpg,4,471,4.99,,"""Finally! The great adventure continues! Familiar landscapes and great gameplay that combines features of time-management, simulation and strategy are waiting for you in the third part of My Kingdom for the Princess! \n...It's been twenty five years since Arthur and Helen became a royal couple and settled down in a palace and brought to life 3 lovely sons. Their children grew up, and now it\u2019s time for marriage. Unfortunately, all three sons fall in love with the same girl \u2013 the lovely heiress Princess Elizabeth. It's up to you to figure out who deserves her hand!  \n\nThere will be some surprises: \n- your workers are more diligent; \n- buildings bring in more resources; \n- five magical artifacts; \n- unexpected bonuses; \n- more charming mini games; \n- new colorful interface; \n- unique trophies; \n- beautiful comics; \n- well balanced levels, that gradually become more challenging; \n- a wonderful new castle to build -- this time with a bear! \n\nIt\u2019s time to prove that you are worthy of marrying a princess! Pass all the tests and win her love! \n---------------------------------------------------------- \nLIKE GAMES BY NEVOSOFT? \nWHY NOT TRY SOME OF OUR OTHER GAMES! \n\nMy Kingdom for the Princess: An addictive, award-winning game with unique game play that combines time management, strategy, and simulation. \n\nMy Kingdom for the Princess 2: The adventures of Arthur and Princess Helen continue in this long awaited sequel to the addictive strategy, time management, simulation game \n\nLandGrabbers: This addictive game combines classic elements of strategy, simulator, and resource management. Nothing can stop you from conquering the world now! \n\nParadise Beach: build a beach resort of your dream in a new addictive tycoon-style, click management game! \n\n--------------------------------------------------------- \nGet the inside scoop on Nevosoft Games: \nJoin us on Facebook: www.facebook.com/Nevosoft \nFollow us on Twitter: http://twitter.com/NevosoftGames \nWatch us on YouTube: http://www.youtube.com/NevosoftCOM \nVisit our site: http://www.iphone.nevosoft.com""",Nevosoft LLC,4+,"EN, FR, DE, RU, ES",181011456,Games,"Games, Simulation, Strategy, Entertainment",3/08/2012,11/08/2017,Simulation,9420,708.384,90.432,47005.8,65092.2
2401,2401,https://apps.apple.com/us/app/rebuild-3-gangs-of-deadsville/id670109767,670109767,Rebuild 3: Gangs of Deadsville,,https://is2-ssl.mzstatic.com/image/thumb/Purple118/v4/e6/58/a0/e658a09d-5859-f811-5457-228248e6d4c1/source/512x512bb.jpg,4.5,385,4.99,,"It\'s been a few years since the zombpocalypse turned the world\'s cities into graveyards and sent the few survivors into hiding. Now you must gather them up and restore civilization to a ruined city, one building at a time. \n\nRebuild 3 is a strategy sim game with a good helping of narrative and dark humor. It\'s a thoughtful game that\'ll make you fond of your survivors before you send them to their deaths for the greater good. As you expand your fort to new buildings, you\'ll decide between farms or fortifications, housing or hospitals, and make tough decisions to fend off raiders, illness, starvation, and madness. And the dead are still out there wandering the streets, hungrier than ever. \n\nThis sequel to the ""unputdownable"" Rebuild Mobile (aka Rebuild 2) is much MUCH bigger. Just check out these features:\n\n- 4X style strategy and city (re)building \n- Endless replayability with randomized cities and events \n- Survivors with individual skills, perks, relationships, and stories \n- Rival NPC forts with their own agendas, friendly or otherwise \n- Campaign Mode, a journey through cities of increasing size and difficulty \n- Strategic fort defense and interactive attacks \n- Play in either real-time or turn-based mode \n- 5 skills: defense, leadership, scavenging, building, engineering \n- 10 resources and one-use items to find or craft \n- 30 missions: scavenge for food, kill zombies, farm, fish, trade, bartend... \n- 35 node research tree \n- 50 building types with unique uses and/or scavengeable resources \n- 70 types of equipment to find \n- 100 survivor perks: Melee Training, Green Thumb, Light Sleeper... \n- 200,000 words of event text - enough to fill two novels",Northway Games Corp.,12+,EN,106068992,Games,"Games, Simulation, Strategy",3/09/2015,29/01/2018,Simulation,7700,579.04,73.92,38423,53207
129,129,https://apps.apple.com/us/app/traffic-rush/id322423174,322423174,Traffic Rush,,https://is4-ssl.mzstatic.com/image/thumb/Purple128/v4/d8/ba/7b/d8ba7b78-eaab-ae29-3555-392c0286d576/source/512x512bb.jpg,3.5,212763,0.99,,"## Top 10 paid iPhone app 2011 ##\n## Now also with an additional train mode ##\n\nRUSH HOUR is approaching and traffic intensity is rising!\n\nDirect the rushing vehicles strategically across the intersection with your fingers.\nThe rules are really easy, but keeping the roads and tracks CRASH FREE isn\'t.\n\nGive it a spin and enjoy a fun session of TRAFFIC RUSH!\n\n* * * * * * * * * * * * * * * * * * * * * * * *\n\nTraffic Rush was featured in the TOP 10 ALL-TIME PAID IPHONE APPS by Apple in the 2011 celebration of the App Store reaching 10,000,000,000 app downloads.\n\n* * * * * * * * * * * * * * * * * * * * * * * *\n\nGAME FEATURES:\n\n* Two full game modes:\n* #1: ""Traffic Rush"" featuring cars\n* #2: ""Rail Rush"" featuring trains\n* Game Center\n* Universal App\n* Widescreen support\n\n* * * * * * * * * * * * * * * * * * * * * * * *\n\nEnjoy another Donut Games release!",Donut Games,9+,EN,9466880,Games,"Games, Strategy, Action",12/07/2009,8/11/2018,Strategy,4255260,319995.552,40850.496,4212707.4,12382806.6
38,38,https://apps.apple.com/us/app/tapdefense/id297558390,297558390,TapDefense,,https://is2-ssl.mzstatic.com/image/thumb/Purple/v4/e1/1a/8b/e11a8b61-c94d-483c-99d9-4e544605ad2a/source/512x512bb.jpg,3.5,273687,0,"0.99, 2.99, 1.99","Nominated one of the top free apps and top free games on the bestappever 2008 awards.\n\n""TapDefense is a great game"" -- The Guardian\n\n""One of the Best iphone games"" --  Brighthub.com\n\nDefend the Gates of Heaven from the enemies of Hell with an incredibly fun mobile TOWER DEFENSE game on your iPhone or iPod Touch.\n\nTapJoy is proud to bring you TapDefense -- a new TOWER DEFENSE strategy game that you can take you with you all day long. Play for hours or salvage snippets of time on the go.\n\nEnjoy an ever improving experience through free content updates!\n\nChallenge yourself and your friends by competing to master all levels and obtain high scores.\n\n-42 levels!\n-6 towers types!\n-7 enemy types!\n-6 different game modes\n\n-much more ...\n\nDo you have what it takes to fend off the evil enemies of Hell and rise to the top as supreme Tower Defense master?",TapJoy,9+,EN,7774384,Games,"Games, Strategy, Entertainment, Simulation",24/11/2008,5/12/2012,Strategy,5473740,411625.248,52547.904,0,10509580.8
88,88,https://apps.apple.com/us/app/chess/id311395856,311395856,Chess \u2219,,https://is1-ssl.mzstatic.com/image/thumb/Purple115/v4/32/10/47/32104711-47e3-224b-9c65-7cae1a092c17/source/512x512bb.jpg,3.5,191081,0,,"""Are you tired of playing chess games that look like they were designed for a Commodore 64 instead of an iPhone?  We've got the antidote for you.  Chess Free is the best chess game for the iPhone and iPod Touch, and it's free!  \n\nChess Free supports both 1 player and 2 player gameplay, so you can play against friends or test your skills against a challenging computer opponent.  \n\nChess Free offers a host of exciting features, including:\n\n* Great graphics and exciting sound effects\n* Configurable player names and score tracking \n* Outstanding AI engine with configurable difficulty level\n* Board rotation for two player games \n* Undo function\n* Automatic save when you get a phone call or exit the application \n\nChess Free is supported by unobtrusive banner advertising.  Chess Premium is the same great app without the ads.""",Optime Software LLC,4+,EN,65303552,Games,"Games, Strategy, Entertainment, Board",18/04/2009,27/06/2018,Strategy,3821620,287385.824,36687.552,0,7337510.4
3,3,https://apps.apple.com/us/app/sudoku-free/id285755462,285755462,Sudoku (Free),,https://is3-ssl.mzstatic.com/image/thumb/Purple117/v4/64/da/aa/64daaaa4-40b5-9e9f-9d60-b936b5d2f3ca/source/512x512bb.jpg,3.5,190394,0,,"Top 100 free app for over a year.\nRated ""Best Sudoku Game of the Year"" by Apple.\nRated #9 Game of the Year by Apple.\nRated #24 App of the Year by Apple with over 10,000 apps competing!\n\nWith unique handcrafted puzzles across four different skill levels, Sudoku (Free) is a great introduction to the fun and puzzle solving challenge of Sudoku.\n\nOPTIONS\n\nAll options are on by default, but you can turn them off in the Options menu\n\u2022 Show Incorrect :: Shows incorrect answers in red.  \n\u2022 Smart Buttons :: Disables the number button when that number is completed on the game board.   \n\u2022 Smart Notes :: Removes the number from the notes in the box, column, and row that contains the cell with your correct answer.\n\nFEATURES\n\n\u2022 Multiple color schemes\n\u2022 Unique handcrafted puzzles\n\u2022 Four different skill levels\n\u2022 Challenge a friend\n\u2022 ALL puzzles are solvable WITHOUT guessing\n\u2022 4 color schemes\n\u2022 ""ALL notes"": tap the ""All notes"" button on to show all the possible answers for each square.  Tap the ""All notes"" button off to remove the notes.\n\u2022 Hints: shows the answer for the selected square or a random square when one is not selected\n\u2022 Pause the game at any time and resume where you left off\n\u2022 Best times, progress statistics, and much more\n\nDo you want more? Try one of our other versions of sudoku which have all the same great features!\n* Look for our paid edition of Sudoku with 800 puzzles and more unique color schemes.  \n* Or try Color Sudoku for a fun twist to solving sudoku puzzles. \n* For advanced puzzle solving, try Expert Sudoku to challenge your sudoku solving skills.",Mighty Mighty Good Games,4+,"DA, NL, EN, FI, FR, DE, IT, JA, KO, NB, PL, PT, RU, ZH, ES, SV, ZH",21552128,Games,"Games, Strategy, Puzzle",23/07/2008,30/05/2017,Strategy,3807880,286352.576,36555.648,0,7311129.6
156,156,https://apps.apple.com/us/app/chess-play-learn/id329218549,329218549,Chess - Play & Learn,Play chess online with friends,https://is4-ssl.mzstatic.com/image/thumb/Purple123/v4/6a/7f/7e/6a7f7e0d-3cec-b3fe-fd04-64e35f7d6144/source/512x512bb.jpg,4.5,143719,0,"99.99, 6.99, 14.99, 29.99, 49.99, 4.99","""Play chess online with millions of players around the world! Enjoy free unlimited games and improve your chess rating with 50,000+ tactics puzzles, interactive lessons and videos, and a powerful computer opponent. Unlock your inner chess master today!\n\nPLAY CHESS ONLINE\n- Challenge your friends and chat with opponents\n- Play real-time blitz or daily correspondence chess\n\nTACTICS PUZZLES\n- Solve more than 65,000 puzzles \n- Adjusts to your skill level to help you improve\n\nLESSONS\n- Thousands of videos and interactive lessons from top Grandmasters\n- Interactive tutorials with helpful tips and highlights\n\nCOMPUTER\n- Adjust the computer's strength \n- Analyze your game to learn what went wrong\n\n\u2026 AND MORE\n- Daily articles by top authors and coaches like IM Jeremy Silman\n- Opening explorer helps you learn and play the right openings\n- Make friends & send messages\n- 20+ gorgeous themes for boards, pieces, and backgrounds\n- Detailed performance stats and ratings\n- Active community forum\n\n-----------------------------------------------------\nAlso available in the app:\n\nGold Membership\nMore Puzzles, Lessons and Tournaments! No ads.\n1 month: $4.99 USD \n1 year: $29.99 USD\n\nPlatinum Membership\nFull access to Tactics, Tournaments, and more! No ads.\n1 month: $6.99 USD\n1 year: $49.99 USD\n\nDiamond Membership\nUnlimited access to all features for playing, training and learning. No ads.\n1 month: $14.99 USD\n1 year: $99.99 USD\n\n** TERMS & DETAILS **\n\nPayment will be charged to your iTunes account at confirmation of purchase.\n\nSubscription automatically renews unless auto-renew is turned off at least 24 hours before the end of the current period.\n\nAccount will be charged the same amount for renewal within 24 hours prior to the end of the current period.\n\nYou can manage your subscription and turn off auto-renewal by going to your Account Settings after purchase.\n\nAny unused portion of a Free Trial, if offered, is forfeited when you buy a subscription.\n\n* Prices may vary by location.\n\nTerms of Use: https://www.chess.com/legal#termsofservice\n\n-----------------------------------------------------\n\nABOUT CHESS.COM\nChess.com is built by chess players and enthusiasts who really love chess!\nTeam: http://www.chess.com/about\nFacebook: http://www.facebook.com/chess\nTwitter: http://twitter.com/chesscom\nYouTube: http://www.youtube.com/wwwchesscom\nTwitchTV: http://www.twitch.com/chess""",Chess.com,4+,"AF, SQ, AR, HY, AZ, EU, BE, BN, BS, BG, CA, HR, CS, DA, NL, EN, ET, FI, FR, GL, KA, DE, EL, HE, HI, HU, IS, ID, GA, IT, JA, KN, KK, KO, LV, LT, MK, MS, NE, NB, PS, FA, PL, PT, PA, RO, RU, SR, ZH, SI, SK, SL, ES, SW, SV, TG, TA, TE, TH, ZH, TR, TK, UK, UR, UZ, VI",109671424,Games,"Games, Strategy, Board, Entertainment",29/10/2009,24/07/2019,Strategy,2874380,216153.376,27594.048,0,5518809.6
102,102,https://apps.apple.com/us/app/boxed-in/id314464100,314464100,Boxed In,,https://is5-ssl.mzstatic.com/image/thumb/Purple118/v4/64/a9/24/64a92428-8cb1-4837-5997-a690987e46ab/source/512x512bb.jpg,3.5,93235,0.99,"0.99, 0.99, 0.99, 1.99, 0.99, 2.99, 4.99, 0.99, 0.99, 0.99","Ready to try one of the best puzzle games in the world? Boxed In is a logic based puzzle game in which you guide a box-pushing robot through each level. Sound simple? It gets tough. Real tough!\n\n""This game will improve the way your brain thinks. (5/5)"" - Becket\'s Guide to Phone Apps Magazine\n\n""I found Boxed In to have longevity as far as game play and entertainment. In fact, as I settled down to play, it definitely sucked me in."" - App Craver (Editor\'s Pick)\n\nFEATURES\n* 50 Increasingly Difficult Levels\n* Play Additional Levels Created by Other Players\n* Built In Level Editor & Community Level Browser\n* Optional Facebook Integration for Player Rankings\n* Original Music\n* Many Hours of Gameplay",Dennis Mengelt,4+,EN,259371008,Games,"Games, Strategy, Entertainment, Puzzle",6/05/2009,4/12/2017,Strategy,1864700,140225.44,17901.12,1846053,5426277
106,106,https://apps.apple.com/us/app/towermadness/id316491616,316491616,TowerMadness,Classic Defense Strategy,https://is5-ssl.mzstatic.com/image/thumb/Purple62/v4/4f/c6/62/4fc66235-c952-f650-c3c1-eb2ab20d869a/source/512x512bb.jpg,4,42389,2.99,"1.99, 1.99, 1.99, 1.99, 1.99, 1.99, 1.99, 1.99, 5.99","Evil aliens are coming to turn your beloved sheep into intergalactic scarves!  Protect the flock using only quick thinking and the arsenal of upgradeable weaponry at your disposal.  \n\n""Addictive, time-sucking fun. There are plenty of tower defense strategy games out there, but TowerMadness brings the genre to a new level.""\n- Brian X Chen, Wired\n\n""If you\u2019re a fan of Tower Defense games, do yourself a huge favor and check out TowerMadness.""\n- Jon Phillips, MacLife\n\n""It would be madness to miss this game...it comes highly recommended.""\n- Spanner Spencer, PocketGamer\n\n\u2022 WINNER, Best App Ever Awards, Best Strategy Game\n\u2022 FINALIST, Pocket Gamer Awards, Best Strategy/Simulation Game\n\u2022 A Wired Favorite iPhone App\n\u2022 A MacLife App of the Year \n\nA UNIQUE 3D TOWER DEFENSE EXPERIENCE\nPlay from an aerial view or zoom down to first person and get close to the action.\n\nLOTS OF LEVELS\nOver 100 maps in diverse environments (35 available as expansion map packs).  \n\nALIENS!\nThink fast to defeat the 17 different types of alien enemies intent on stealing your sheep.\n\nGUNS, LOTS OF GUNS\nOver 60 diverse weapons and upgrades.\n\nENDLESS FUN\nEndless mode lets you see how many waves you can withstand.\n\nCOMPETITION\nGlobal leaderboards, Game Center achievements, and Friend Scores so you can compare scores with your friends and the millions of players worldwide.\n\nLET\u2019S SEE THAT AGAIN!\nReplays let you learn new strategies or share your games with the world through Twitter, Facebook, or email.\n\niPad owners, check out ""TowerMadness HD"" for the Pocket Gamer Readers\' Choice iPad Game of the Year Award winning version of this game.\n\nSearch for our other award-winning games: Zombie Gunship and Nuts!",Limbic Software,9+,"EN, DE",56048640,Games,"Games, Strategy, Puzzle",24/05/2009,5/03/2018,Strategy,847780,63753.056,8138.688,2534862.2,4162599.8
