,Unnamed: 0,URL,ID,Name,Subtitle,Icon URL,Average User Rating,User Rating Count,Price,In-app Purchases,Description,Developer,Age Rating,Languages,Size,Primary Genre,Genres,Original Release Date,Current Version Release Date,genre,Download,Income
503,503,https://apps.apple.com/us/app/five-field-kono/id408057561,408057561,Five Field Kono,,https://is3-ssl.mzstatic.com/image/thumb/Purple128/v4/43/26/d8/4326d84d-6d09-b9ae-d0d9-3d2356eaebda/source/512x512bb.jpg,3.0,6.0,0.0,"0.99, 0.99","Five Field Kono is a Korean abstract strategy game. Each piece can move diagonally, one square at a time. There is no jumping nor capturing. The object of the game is to move all seven of your pieces to the opposite end of the board, where the opponent pieces began. The first player to do so wins the game.\n\n-Play against the computer.\n-Play against friends or family head to head. (on one device)\n-Play others ONLINE, add/compare scores with other players. *\n-Text chat with your online opponents! *\n\n*For these features, your device must be connected to the internet",Random5 LLC,4+,EN,28079104.0,Games,"Games, Board, Entertainment, Strategy",18/03/2011,16/10/2017,Board,120.0,9.024
509,509,https://apps.apple.com/us/app/try-try-again/id408470758,408470758,Try Try Again,,https://is5-ssl.mzstatic.com/image/thumb/Purple4/v4/f9/6a/d7/f96ad756-d00b-d1e6-94e5-47a15942aaab/source/512x512bb.jpg,2.0,1675.0,0.0,0.99,"""Try to match as many three-in-a-row color combinations as you can by deciding which colors to keep and which colors not to keep.  One Try per round is guaranteed, but more Try's are randomly revealed during game play.  Which round you choose to use your Try's will greatly affect your final score.\n\nA Game is ten rounds, but extra rounds can be earned or randomly revealed as you play.\n\nThere are millions, if not billions, of ways a game can be played.\n\n\u2022 Play a game from one of the Leaderboards, building on success of others.\n\u2022 Replay the game you just played to maximize your score.\n\u2022 Play any game over and over, changing your strategy each time.\n\u2022 Challenge friends using the same Game Id.\n\n\u201cToday's Leaderboard leaders, can easily become tomorrow's Leaderboard losers.\u201d\n\nGAME THEORY\n\nThe colors revealed at the start of every round are exactly the same for a given Game Id.\n\nThe playing board consist of 5 rows and 5 columns of colors, but there is also a third dimension that is not visible.  Each color is actually a stack of colors.  The underneath colors are revealed when Try is pressed and the colors you did not keep are popped off the top of the stack.  By choosing to keep a color, you prevent the colors underneath from ever being seen.  What lies beneath could have been a Free Try, an Extra Round, or Bonus Points.\n\nYou may disable In-App purchases on your device using the Settings application.""",Danny Aijala,4+,EN,3198976.0,Games,"Games, Puzzle, Strategy",16/12/2010,7/06/2014,Puzzle,33500.0,2519.2000000000003
523,523,https://apps.apple.com/us/app/my-kingdom-for-the-princess-ii-hd-lite/id409984283,409984283,My Kingdom for the Princess II HD Lite,,https://is1-ssl.mzstatic.com/image/thumb/Purple128/v4/12/73/89/127389a3-4993-0f3b-baa7-78b45533647a/source/512x512bb.jpg,4.0,114.0,0.0,,"The innovative mixture of click management and building simulation still works perfectly, and some new twists along with engaging mini-games ensure a pleasant experience!"" - GameZebo.com (4.5/5.0)\n\nSee what the excitement is all about when you try the free trial version or download the full-unlimited version of My Kingdom for the Princess 2 today!"" - Gamehouse.com\n\nMy Kingdom for the Princess 2 is a resource management/strategy title with loads of charm and deceptively deep gameplay."" - 148apps.com (4/5) \n\nBest Time Management/Simulator in 2010 - My Kingdom for the Princess II won the 2010 Nevosoft People\u2019s Choice Award for best Time Management/Simulator\n\nThe adventures of Arthur and Princess Helen continue in this long awaited sequel to the addictive strategy, time management and simulation game. Longbeard the Dwarf kidnaps Helen, and Arthur has to embark on a long and dangerous journey to save his Princess. On his way to triumph he will have to clear the land, defend against invaders, and work with magical beings like flying cats and witches. \n\nMy Kingdom for the Princess 2 is an innovative mixture of click management and building simulation that still works perfectly. The sequel builds on the original formula with some new twists and captivating mini-games. The game features a whopping 60 levels on five different islands with various landscapes and a wide range of tasks, which ensure hours of enjoyable play!\n\nFeatures: \n- Unique mixture of genres - time-management, strategy, and simulation\n- An even more quirky and entertaining storyline\n- New characters and obstacles\n- Two brand new game bonuses expand the game\'s tactical possibilities.\n- Plenty of special tasks and mini-games to keep you on your toes\n- Diverse achievements for excellent performance\n\nTrue heroes are always ready for a new challenge! It\'s time to prove yourself worthy being a knight once again!\n-----------------------------------------\nLIKE GAMES BY NEVOSOFT? \nWHY NOT TRY SOME OF OUR OTHER GAMES!\n\nSupercow: super-dynamic arcade game about the adventures of a new character that deserves everyone\'s attention! Supercow doesn\u2019t give milk, she just rocks! \n\nMagic Academy: fascinating adventure game that mixes hidden object hunts with mini-games and sorcery \n\nMy Kingdom for the Princess: An addictive, award-winning game with unique game play that combines time management, strategy, and simulation. \n\nDream Sleuth: Travel in the world of your dreams and save the girl in this thrilling hidden object puzzle adventure! \n\nLaura Jones and the Gates of Good and Evil: Meet amusing characters and hunt for hidden objects as you try to save the world. \n\nLaura Jones and the Secret Legacy of Nikola Tesla: Test your Hidden Object skills as you race against time and the other people chasing down Tesla\'s invention!  \n--------------------------------------------------------- \nTHIS GAME WAS PUBLISHED BY NEVOSOFT. \nIf you want to successfully release your game on the App Store, write us at publishing@nevosoft.com. \nOur experts perform the following services: \n- Producing your game in the final stages of development \n- Localizing it into more than 10 languages \n- Preparing your game for release (and the release itself) \n- Marketing (We have a loyal client base of over a million users) \n- Promoting your game in various media \n- Providing quality customer support. \n-----------------------------------------\nGet the inside scoop on Nevosoft Games:\nJoin us on Facebook: www.facebook.com/Nevosoft\nFollow us on Twitter: http://twitter.com/NevosoftGames\nWatch us on YouTube: http://www.youtube.com/NevosoftCOM\nVisit our site: http://www.iphone.nevosoft.com",Nevosoft LLC,4+,"NL, EN, FR, DE, IT, JA, KO, PT, RU, ES, SV",82959360.0,Games,"Games, Simulation, Strategy",21/01/2011,10/08/2017,Simulation,2280.0,171.45600000000002
526,526,https://apps.apple.com/us/app/hydrothermal-lite/id410067664,410067664,Hydrothermal Lite,,https://is2-ssl.mzstatic.com/image/thumb/Purple19/v4/4d/4f/88/4d4f8818-5b3b-1756-c000-9acdab8cc29d/source/512x512bb.jpg,2.5,29.0,0.0,,"""Hydrothermal is a city building game where you create a space colony and ward off alien invaders. Control every aspect of your colony's layout, including zoning, building placement, and terrain features, all with the ability to conquer more land for expansion. Adjust the city details by balancing the budget, passing/repealing laws, and allocating extra resources into six areas using the balance of powers screen. Don't forget to build and manage an army though, aliens attack from time to time! Hydrothermal's addicting gameplay and a classic 2D with over 50 unique buildings, Hydrothermal will keep you entertained for countless hours.\n\nMake sure to check out Nuclear Nova's golf game simulator, GL Golf and GL Golf Lite. GL Golf is a 3D golfing game for the casual gamer. With a realistic physics system and great simple graphics, you and up to four players can golf twenty+ unique courses for countless hours. Also make sure to check out Nuclear Nova's new golf game, Rocket Golf and Rocket Golf Lite. Rocket Golf gives golfing a new twist with its 2D gameplay and clean 3D graphics. Challenge yourself to 36 unique holes over two courses. Rocket Golf provides accurate game physics while maintaining an arcade feel.""",Nuclear Nova Software,4+,EN,8567808.0,Games,"Games, Simulation, Strategy, Entertainment",29/12/2010,1/12/2015,Simulation,580.0,43.61600000000001
530,530,https://apps.apple.com/us/app/castle-wars/id410784366,410784366,Castle Wars,,https://is5-ssl.mzstatic.com/image/thumb/Purple/v4/6a/02/cd/6a02cdd8-c250-46f8-597b-dc9c100f8ee7/source/512x512bb.jpg,4.0,575.0,0.0,"0.99, 0.99","*NOW FREE for a LIMITED TIME!*\nPROTECT your CASTLES and CONQUER the ENEMY!\nSTRATEGIZE and RULE the LAND!\n\n\u25ba \u25ba \u25ba \u25ba \u25ba \n\nbarbarians are invading ancient rome!\n\nat every turn, the romans suffer brutal defeat.\n\nnow, they rally their troops to make a stand\u2026\n\n\u25ba \u25ba \u25ba \u25ba \u25ba \n\n\u2022 super HUGE MAPS\n\u2022 rousing STORY\n\u2022 ultra STICKY GAMEPLAY\n\u2022 beautiful ARTISTRY\n\n\u25ba \u25ba \u25ba \u25ba \u25ba \n\n\u2022 30 exciting LEVELS\n\u2022 3 main BASES\n\u2022 4 special ATTACKS\n\u2022 11 areas for UPGRADES\n\u2022 GAME CENTER ACHIEVEMENTS\n\n\u25ba \u25ba \u25ba \u25ba \u25ba \n\nhttp://twitter.com/TRINITIgames\nhttp://facebook.com/TRINITIgames",Triniti Interactive Limited,12+,EN,31687274.0,Games,"Games, Action, Entertainment, Strategy",19/01/2011,5/01/2013,Action,11500.0,864.8000000000001
535,535,https://apps.apple.com/us/app/east-front-2/id412061659,412061659,East Front 2,,https://is5-ssl.mzstatic.com/image/thumb/Purple/v4/c5/9f/42/c59f4228-268d-0b15-72d1-33f7fb75129e/source/512x512bb.jpg,4.0,17.0,0.0,,"""The Red Army is advancing! \nChoose from four different characters, utilizing five authentic weapons, while harnessing the power fortifications like barbed wire, artillery, and air support to hold the Red Army back as long as possible! \n\n-Compete with your friends through online Achievements and Leaderboards via the OpenFeint system! \n-Choose from four unique characters, in authentic uniforms! \n-Use the MP-40, StG-44, Luger, MG-42, and the Panzerfaust! \n-Upgrade each weapon's rate of fire, muzzle velocity, clip size, reload speed, and accuracy! \n-Upgrade air support and artillery, like bombers, messerschmitts, and nebelwurfers to rain death from above on your enemies! \n\nEast Front 2 is OpenFeint Enabled.""","Porcellus, Inc.",12+,EN,14916751.0,Games,"Games, Action, Entertainment, Strategy",30/12/2010,30/12/2010,Action,340.0,25.568
537,537,https://apps.apple.com/us/app/notakto/id412097279,412097279,Notakto,,https://is1-ssl.mzstatic.com/image/thumb/Purple128/v4/78/68/3d/78683da8-77f3-cb1c-f742-9a8f2bc33c5f/source/512x512bb.jpg,4.5,14.0,0.0,,"""Simple to learn and hard to master, Notakto is a variation on Tic-Tac-Toe where BOTH players make X's and whoever makes three-in-a-row LOSES.\n\nDifficulty ranges from Easy to Insane. At Insane, the computer uses advanced game theory techniques to play a perfect game, so don't make any mistakes if you want to win!\n\nUnlock all levels and play on up to six boards at the same time!\n\nChoose Rated Play and work toward becoming Notakto World Champion.\n\nReviews:\n\n***** Fun and addictive! - This game is ingenious and fun!\n\n***** Outstanding - Brilliant app. It's amazing how taking away a symbol and reversing the win condition can turn a trivial game into a fiendishly difficult addiction.""","Counterwave, Inc.",4+,EN,29096960.0,Games,"Games, Board, Strategy",29/12/2010,14/12/2017,Board,280.0,21.056
548,548,https://apps.apple.com/us/app/fruit-remover/id412839962,412839962,Fruit Remover,,https://is5-ssl.mzstatic.com/image/thumb/Purple118/v4/cd/60/09/cd60094e-2e2f-3cc6-56f8-63cb27a9a60a/source/512x512bb.jpg,4.0,10.0,0.0,,"Fruit Remover is a puzzle game with cool animations and an obvious goal: remove the fruit. Enjoy three different modes of play, Game Center leaderboards, achievements, and more. Fruit Remover runs on most iPhone, iPod Touch and iPad devices and is available at a great price: Free. Try it today!",Paul Kratt,4+,EN,58437632.0,Games,"Games, Puzzle, Strategy",10/05/2011,11/11/2018,Puzzle,200.0,15.040000000000001
559,559,https://apps.apple.com/us/app/marblematch/id413936788,413936788,MarbleMatch,,https://is4-ssl.mzstatic.com/image/thumb/Purple/v4/ed/25/12/ed251232-2bfe-28c6-9904-6ccf27335c77/source/512x512bb.jpg,4.0,1017.0,0.0,,"Adjacent matched marbles can be removed, remove as many as you can to get more points.\n\nFeatures:\n- Multiple orientations support.\n- Bonus Score when clearing a colour.\n- Bonus Score when clearing the board.\n- High score per game difficulty.\n- Orientation lock option.\n- 3 difficulty levels.\n- Game Center support with 15 achievements.\n\nEasy relaxing play.",Mario Couture,4+,EN,7913472.0,Games,"Games, Puzzle, Strategy",2/05/2011,1/06/2014,Puzzle,20340.0,1529.5680000000002
560,560,https://apps.apple.com/us/app/jewel-lines-hd/id414305870,414305870,Jewel Lines HD,"The classic ""lines"" puzzle",https://is2-ssl.mzstatic.com/image/thumb/Purple118/v4/b8/71/e6/b871e604-71e8-1e8f-03fe-5f2a3459814b/source/512x512bb.jpg,4.0,17.0,2.99,,"Build a line of five or more jewels of the same color to remove them from the board. If the board fills up \u2013 the game is over.\n\n\n\u201cBrilliant and relaxing! \u201d\n\u201cGreat fun! What an awesome app!\u201d\n""Fast and accurate gameplay,  gorgeous graphics - you have to try this one - A+""\u2028\n\nThree game variations: \n- Classic. There is no time limit and you get three new pieces after each move that did not produce a line\n- Time Limited. New jewels will drop down after a time period. The higher the level \u2013 the faster they come. You can also speed up the timer by taping on it.\n- Classic + time Limited variant is the combination of two and is most likely the hardest one.","Software River Solutions, Inc",4+,EN,3580928.0,Games,"Games, Puzzle, Strategy, Entertainment",15/01/2011,29/08/2017,Puzzle,340.0,25.568
561,561,https://apps.apple.com/us/app/inside-trader-lite-3/id414395517,414395517,Inside Trader Lite 3,,https://is2-ssl.mzstatic.com/image/thumb/Purple/v4/15/e1/83/15e183b1-b6cc-4b9c-f5bc-1bc4cef60e1f/source/512x512bb.jpg,2.0,9.0,0.0,,"""You have $1000 and 30 days - can you turn it into millions? \n\nThe update you've been waiting for, Inside Trader 3 is the next iteration in the massively fun turn-based trading game that's been salvaging boring meetings and tireless lectures for thousands of players! \n\nInspired by turn-based traders like the classic Dope Wars and Space Traders type games, Inside Trader presents you with a portfolio of securities to test your skills against. You've got a man on the inside, but the SEC takes notice when you take his advice - and if they get too close, you'll get busted! \n\nNew in Version 3: \n- More Stocks! \n- World-wide Leaderboards! \n- Achievements! \n- Faster gameplay! \n- Easier buying and selling! \n- Open Feint integration - play against your friends!""","Forge Apps, LLC",9+,EN,5333905.0,Games,"Games, Simulation, Strategy",15/01/2011,15/01/2011,Simulation,180.0,13.536000000000001
562,562,https://apps.apple.com/us/app/jewel-lines-hd-lite/id414396969,414396969,Jewel Lines HD Lite,"The classic ""lines"" puzzle",https://is1-ssl.mzstatic.com/image/thumb/Purple128/v4/c2/64/ec/c264ecc7-a78d-5982-156d-edf23203e998/source/512x512bb.jpg,2.0,312.0,0.0,,"Build a line of five or more jewels of the same color to remove them from the board. If the board fills up \u2013 the game is over.\n\n\u201cBrilliant and relaxing! \u201d\n\u201cGreat fun! What an awesome app!\u201d\n""Fast and accurate gameplay,  gorgeous graphics - you have to try this one - A+""\u2028\n\nThree game variations: \n- Classic. There is no time limit and you get three new pieces after each move that did not produce a line\n- Time Limited. New jewels will drop down after a time period. The higher the level \u2013 the faster they come. You can also speed up the timer by taping on it.\n- Classic + time Limited variant is the combination of two and is most likely the hardest one.","Software River Solutions, Inc",4+,EN,6435840.0,Games,"Games, Puzzle, Strategy, Entertainment",15/01/2011,30/08/2017,Puzzle,6240.0,469.24800000000005
568,568,https://apps.apple.com/us/app/find-the-differences-puzzle-spot-the-difference-games/id414870851,414870851,Find the differences Puzzle - Spot the Difference games,,https://is3-ssl.mzstatic.com/image/thumb/Purple69/v4/2e/b4/89/2eb48993-7dab-f207-d7e1-e3a64c9b3459/source/512x512bb.jpg,4.0,50.0,0.0,"0.99, 0.99","Find the differences game  which previous version  ranked NO.1 in the appstore all over the world on more than two weeks ! Now, we release an enhanced version. Thanks.\n\nFind the Differences\n\nTHE CHALLENGE is to find out the correct positions of the differences between the two pictures to pass the 50 levels.\n\nA CASUAL CLASSIC GAME FOR YOU\n.The clock is ticking - find those differences quickly\n.Each mistake will cost you time against time\n.You have 3 hints to help you along the way\n.Save your score and compare with friends\n\nOur version will be upgrade the version which will include more pictures!\n\nFellow us on twitter:@MagicPocketes(http://twitter.com/#!/MagicPocketes)",MagicPocket,4+,"EN, ZH, ZH",29192192.0,Games,"Games, Puzzle, Strategy",21/01/2011,2/12/2015,Puzzle,1000.0,75.2
570,570,https://apps.apple.com/us/app/enemy-alert/id415236673,415236673,Enemy Alert!,,https://is1-ssl.mzstatic.com/image/thumb/Purple/v4/9f/f5/01/9ff50138-af17-c3d9-905b-8f1238bcabd7/source/512x512bb.jpg,3.5,201.0,0.0,0.99,"*NOW FREE for a LIMITED TIME!*\nthe ENEMY has DISCOVERED your SECRET BASE...\nBUILD DEFENSIVE TOWERS and STAVE off the THREAT! NOW w/ OVER 500,000 DOWNLOADS!\n\n\u25ba \u25ba \u25ba \u25ba \u25ba \n\n\u2022 real-time strategy DYNAMICS\n\u2022 retro PIXEL ART STYLE\n\u2022 fast-paced, frenetic GAMEPLAY\n\u2022 realistic battlefield SOUND ENVIRONMENT\n\n\u25ba \u25ba \u25ba \u25ba \u25ba \n\n\u2022 8 enemy types, w/ FOOT SOLDIERS, TANKS, and AIRCRAFT\n\u2022 4 unique TOWER DESIGNS\n\u2022 3-level tower UPGRADE SYSTEM\n\u2022 3 epic BATTLEFIELDS\n\u2022 game center LEADERBOARDS and ACHIEVEMENTS\n\n\u25ba \u25ba \u25ba \u25ba \u25ba \n\nhttp://twitter.com/TRINITIgames\nhttp://facebook.com/TRINITIgames",Triniti Interactive Limited,12+,EN,8723252.0,Games,"Games, Action, Entertainment, Strategy",17/02/2011,5/01/2013,Action,4020.0,302.30400000000003
571,571,https://apps.apple.com/us/app/peg-board/id415596610,415596610,Peg Board,,https://is3-ssl.mzstatic.com/image/thumb/Purple6/v4/cb/f5/cf/cbf5cf97-da43-3ac2-1de1-628d7e1c1264/source/512x512bb.jpg,4.0,103.0,0.0,,"Play three versions of the classic peg jumping puzzle game.\n\n*How to Play*\nTap a fuse to remove it and start the game timer. Like checkers, tap another fuse to ""jump"" over its neighbor and then tap the empty hole it should land in. The jumped fuse will be automatically removed. Make sure that the three holes are right next to each other and in a straight line. The game only lets you select where you can legally move. If you remove all but one fuse, then you win!\n\n*Multiple Board Types*\nBeautiful graphics and three board shapes: triangle, plus, and octagon. For an added challenge, try the custom game types with random missing peg spots (oh yes, it\u2019s hard). The plus shaped board is the traditional game of peg solitaire.\n\n*Time Yourself*\nChoose your board type and select a peg to remove to begin the timer. Race against yourself to see how fast you can beat each game board. \n\n*Compare with Friends*\nPeg board is OpenFeint and Game Center enabled so you can share your shockingly low times with all your friends and compete against the rest of the world to become the Peg Board Master.\n\n*Graphics*\nVisually stunning with beautiful Retina Display capable graphics.\n\nRevisit your childhood playing the game popularized by Cracker Barrel and supposedly first was invented by a French aristocrat in the 17th century while incarcerated in prison. Since then, there have been many game variants with different board shapes and sizes. \n\n\nCracker Barrel is a trademark of Cracker Barrel Old Country Store, Inc.","Lumate, LLC",4+,EN,22822912.0,Games,"Games, Puzzle, Strategy, Entertainment",15/02/2011,1/10/2013,Puzzle,2060.0,154.91200000000003
572,572,https://apps.apple.com/us/app/adas-shopping-mall/id415606677,415606677,"""Ada's Shopping Mall""",,https://is5-ssl.mzstatic.com/image/thumb/Purple/v4/17/ac/84/17ac8412-14ee-99aa-6dc5-662c3f210f58/source/512x512bb.jpg,3.5,263.0,0.0,0.99,"""*ALL ADA's GAMES are NOW FREE for a LIMITED TIME!* \n*SEARCH for ADA on the APP STORE!* \n\n\u25ba \u25ba \u25ba \u25ba \u25ba \n\nADA'S SHOPPING MALL is ABOUT to OPEN!\nhelp her TAKE CARE of CUSTOMERS, and MAKE the MALL a SUCCESS!\n\n\u25ba \u25ba \u25ba \u25ba \u25ba \n\nOne day, Ada received a long letter from her Grandmother. Grandpa was very sick, and the shopping mall which he had worked for years to own and operate had fallen on hard times\u2026 \n\nAda thought back on her childhood and remembered all the happy times she'd spent playing with Grandpa, all the times she'd played hide and seek in the clothing racks, all the times she'd played dress-up with makeup and high heels.\n\nShe couldn't just stand by and watch Grandpa's dream fade away\u2026 So, just like she always did, Ada decided to do something, and to take on a new challenge.\n\nWhile Grandpa was recovering, she would run his shopping mall, make it better than ever, and bring the family happiness and success!\n\n\u25ba \u25ba \u25ba \u25ba \u25ba \n\n\u2022 4 diverse LOCATIONS\n\u2022 40 exciting STAGES\n\u2022 12 temperamental CUSTOMER TYPES\n\u2022 13 challenging TASKS for ADA\n\u2022 game center LEADERBOARDS and ACHIEVEMENTS\n\n\u25ba \u25ba \u25ba \u25ba \u25ba \n\nhttp://twitter.com/TRINITIgames\nhttp://facebook.com/TRINITIgames""",Triniti Interactive Limited,4+,EN,16331458.0,Games,"Games, Simulation, Strategy, Entertainment",3/03/2011,19/01/2012,Simulation,5260.0,395.552
573,573,https://apps.apple.com/us/app/reiner-knizias-labyrinth-hd-lite/id415611962,415611962,"""Reiner Knizia's Labyrinth HD Lite""",,https://is4-ssl.mzstatic.com/image/thumb/Purple/v4/e7/04/06/e7040674-ba46-f4e4-f9fc-911a7aefc2d7/source/512x512bb.jpg,3.5,136.0,0.0,2.99,"""Reiner Knizia's Labyrinth, free first scenario!\n\nLabyrinth is the latest addictive puzzle from the legendary game designer, Dr. Reiner Knizia. You take the role of a hero venturing deep into the earth in search of unknown treasures. Along the way you must face both danger and opportunity. \n\nCan you find the way through the labyrinth to the hidden riches deep inside the mountain? Will you be able to defeat the dragons guarding the treasure? \n\nThe game mechanics are very simple, but incredibly addictive. You build a labyrinth by dragging tiles into a 4x4 grid and rotating them into place. Your objectives while building the labyrinth are: \n\n1. Get through the labyrinth to the upper side \n2. Avoid the monsters \n3. Collect swords that let you deal with the monsters \n4. Collect treasures on the way \n\nThe game is divided into 3 scenarios. You start off in the Hedge Maze, with the basic game as described above. When you have completed all levels of the Hedge Maze, you proceed into the Castle Ruins. This scenario is haunted by ghosts who randomly block tiles and make it harder for you to find your way out. The third scenario is in the Dungeons, and really quite hard to get through. \n\nWe apologize in advance for wasting hours of your life, stuck in a digital labyrinth.""",Tribeflame,9+,EN,52613120.0,Games,"Games, Puzzle, Strategy",11/02/2011,23/05/2013,Puzzle,2720.0,204.544
574,574,https://apps.apple.com/us/app/doodle-jewels-hd/id415915620,415915620,Doodle Jewels HD,,https://is3-ssl.mzstatic.com/image/thumb/Purple118/v4/bf/84/15/bf8415a7-6ad8-3b9f-b8b5-84f3d28228db/source/512x512bb.jpg,4.0,496.0,2.99,,"Beautiful jewel swap game with challenging and fun gameplay. Collect treasure jewels and unlock the hidden treasure before the pirate gets to it. \n\n---------------------------------------\n""Not your grandma\'s gem swap!""\n""Awsome - can\'t stop playing it!""\n""Best jewel swap game on the iPhone""\n""Love the pirate character!""\n----------------------------------------\n\nYour goal is to swap jewels and build lines to paint the field gold to advance to the next level.\nYou have a limited number of swaps to accomplish this, but you get new swaps when you complete a level.\n\nYou have some help though. Collect enough ""treasure"" jewels and go on a treasure hunt to get more points and swaps\u2026 \nBe careful - pirates are lurking around to steal your treasure!\n\nPower jewels can remove whole rows, columns and jewel types from the board as well as explode - giving you better chance of success.\n\nGreat gameplay, awesome graphics, cool music and a whole lot of fun.","Software River Solutions, Inc",4+,EN,39838720.0,Games,"Games, Puzzle, Strategy, Entertainment",5/02/2011,12/12/2017,Puzzle,9920.0,745.984
575,575,https://apps.apple.com/us/app/doodle-jewels-hd-lite/id415918754,415918754,Doodle Jewels HD Lite,,https://is4-ssl.mzstatic.com/image/thumb/Purple128/v4/12/e6/3f/12e63fd1-3c91-af70-e156-31984b9cd37c/source/512x512bb.jpg,3.5,576.0,0.0,,"Beautiful jewel swap game with challenging and fun gameplay. Collect treasure jewels and unlock the hidden treasure before the pirate gets to it. \n\n------------------------------------\n""Not your grandma\'s gem swap!""\n""Awsome - can\'t stop playing it!""\n""Best jewel swap game on the iPhone""\n""Love the pirate character!""\n------------------------------------\n\nYour goal is to swap jewels and build lines to paint the field gold to advance to the next level.\nYou have a limited number of swaps to accomplish this, but you get new swaps when you complete a level.\n\nYou have some help though. Collect enough ""treasure"" jewels and go on a treasure hunt to get more points and swaps\u2026 \nBe careful - pirates are lurking around to steal your treasure!\n\nPower jewels can remove whole rows, columns and jewel types from the board as well as explode - giving you better chance of success.\n\nGreat gameplay, awesome graphics, cool music and a whole lot of fun.","Software River Solutions, Inc",4+,EN,47139840.0,Games,"Games, Puzzle, Strategy, Entertainment",5/02/2011,12/12/2017,Puzzle,11520.0,866.3040000000001
577,577,https://apps.apple.com/us/app/war-2-victory/id416757122,416757122,War 2 Victory,,https://is4-ssl.mzstatic.com/image/thumb/Purple113/v4/00/23/ed/0023edfc-41fb-6714-e1cb-4cda3932f097/source/512x512bb.jpg,3.0,3909.0,0.0,"11.99, 4.99, 0.99, 29.99, 49.99, 99.99","Based on the hit WAR2 browser game with 3,000,000 monthly active users across multiple platforms, the FREE MMO strategy game War 2 Victory now lands on App Store. Seek honor and glory in the battlefields of WWII. Take charge of either Allied or Axis forces and build a lone outpost into a mighty war machine.\n\n--BUILD your city from scratch\n--Form alliances to EXPAND your territory\n--Raise and COMMAND an unstopable army\n--Crush and CONQUER your enemy\n\n***Highlights***\n\n-Expert battle system. Rapid turn-based combat puts you in charge, allowing intricate control of over 30 historically accurate units. Crush your enemies with massed infantry, a blitzkrieg of tanks, swooping bombers, mighty battleships, or stand unconquerable behind an invincible line of fortifications. \n-Detailed Resource Management. Control multiple cities, each producing a variety of resources, and manage a growing workforce. Build up your industry, feed your army, and turn your citizens into soldiers or factory workers. \n-Develop new technologies to unlock powerful new units, strengthen old ones, or boost your industry. \n-Play with thousands of people across the globe. Form powerful Alliances with fellow players to crush your opponents and wage epic wars against other alliances. \n-Intuitive missions system guides you through your early development, assuring you get right into the action. \n- Free to download and play!\n\n***Comments from players of its browser-based version***\n\n""Tons of fun. Reminds me of the old turn based strategy games like Civ 2. ""\n""Love the battles. The turn system works very well, fights are fast.""\n""Love it, love it, LOVE IT!""\n\n***Community***\nJoin our Facebook Fans Group http://www.facebook.com/war2victory\nVisit our forum for guides and more: http://community.wistone.com",WiSTONE Entertainment,17+,"AR, CA, HR, CS, DA, NL, EN, FI, FR, DE, EL, HE, HU, ID, IT, JA, KO, MS, NB, PL, PT, RO, RU, ZH, SK, SL, ES, SV, TH, ZH, TR, UK, VI",131172352.0,Games,"Games, Simulation, Strategy",15/04/2011,20/06/2019,Simulation,78180.0,5879.136
587,587,https://apps.apple.com/us/app/mixture/id418186982,418186982,Mixture,,https://is1-ssl.mzstatic.com/image/thumb/Purple118/v4/de/7a/96/de7a963e-f1d7-ca00-7b2d-0966f9219134/source/512x512bb.jpg,3.5,271.0,0.0,,"""**One of the most Unique Drinking Games ever to hit the Appstore**\n\n**Have you ever wanted to mix up a nasty drink as a joke?**\n\nExperience a hilarious time mixing up horrid cocktails with super disgusting ingredients!\xa0\n\nChoose from three unique characters and hundreds of different ingredients.\n\nDave is your guinea pig and has to suffer through every single one of your sickening drinks. Get scored on taste factor and reactions but be careful because he might get sick in the process!\n\nThe Mad Scientist will drink anything you mix for him, including all the ingredients in his lab.. but be careful, your mix might have strange side effects! \n\nConjure up spooky transformations with the Wicked Witch. Her cauldron bubbles away as you add ingredients, she'll try any potion but don't expect her to like it!""",Sunmore Systems Ltd,12+,EN,89993216.0,Games,"Games, Puzzle, Strategy, Entertainment",27/05/2011,18/12/2018,Puzzle,5420.0,407.58400000000006
